07-28 16:08:35 | Main INFO  |  
07-28 16:40:57 | Main INFO  |  Testo: /music
07-28 16:40:57 | Main INFO  |  ---------------------------------------------------
07-28 16:40:57 | Main INFO  |  Gestisce THREAD 0
07-28 16:40:57 | Main INFO  |  Risposta di Ellie a Martins9696 :Comando /music non riconosciuto, per una lista dei comandi digita /help
07-28 16:41:06 | Main INFO  |  ---------------------------------------------------
07-28 16:41:06 | Main INFO  |  -----------NUOVO---MESSAGGIO---RICEVUTO------------
07-28 16:41:06 | Main INFO  |  Nome: Luca
07-28 16:41:06 | Main INFO  |  Cognome: Martinelli
07-28 16:41:06 | Main INFO  |  Username: Martins9696 (115949778)
07-28 16:41:06 | Main INFO  |  Testo: /musica
07-28 16:41:06 | Main INFO  |  ---------------------------------------------------
07-28 16:41:06 | Main INFO  |  Gestisce THREAD 0
07-28 16:41:06 | Main INFO  |  Audio inviato - music7.mp3
07-28 16:41:12 | Main INFO  |  ---------------------------------------------------
07-28 16:41:12 | Main INFO  |  -----------NUOVO---MESSAGGIO---RICEVUTO------------
07-28 16:41:12 | Main INFO  |  Nome: Luca
07-28 16:41:12 | Main INFO  |  Cognome: Martinelli
07-28 16:41:12 | Main INFO  |  Username: Martins9696 (115949778)
07-28 16:41:12 | Main INFO  |  Testo: /musica
07-28 16:41:12 | Main INFO  |  ---------------------------------------------------
07-28 16:41:12 | Main INFO  |  Gestisce THREAD 0
07-28 16:41:12 | Main INFO  |  Audio inviato - music4.mp3
07-28 16:42:10 | Main INFO  |  ---------------------------------------------------
07-28 16:42:10 | Main INFO  |  -----------NUOVO---MESSAGGIO---RICEVUTO------------
07-28 16:42:10 | Main INFO  |  Nome: Luca
07-28 16:42:10 | Main INFO  |  Cognome: Martinelli
07-28 16:42:10 | Main INFO  |  Username: Martins9696 (115949778)
07-28 16:42:10 | Main INFO  |  Testo: /help
07-28 16:42:10 | Main INFO  |  ---------------------------------------------------
07-28 16:42:10 | Main INFO  |  Gestisce THREAD 0
07-28 16:42:11 | Main INFO  |  Risposta di Ellie a Martins9696 :Lista d'aiuto:
------------------------------------
/admin
log in da admin

/user
log in da user

/battuta
cerco di alzarti un po' il morale
per ulteriori informazioni digita /battuta help

/perla
scrivo una perla di saggezza

/meteo
previsioni del meteo di Ellie

/asciiart
genero un disegno in ASCII

/foto
invia una foto

/musica
invia una canzone

/ora
ti dico che ore sono

/calc
apre menu di calcolatrice e generazione numeri casuali

/dado
lancio un dado(ti dico un valore casuale tra 1 e 6)

/moneta
lancio una moneta(ti dico testa o croce in maniera casuale)

/impiccato
gioca al gioco dell'impiccato

/blackjack
gioca a blackjack con Ellie

/personalinfo
visualizza informazioni personali

/botinfo
visualizza informazioni del bot
------------------------------------
07-28 16:42:27 | Main INFO  |  ---------------------------------------------------
07-28 16:42:27 | Main INFO  |  -----------NUOVO---MESSAGGIO---RICEVUTO------------
07-28 16:42:27 | Main INFO  |  Nome: Luca
07-28 16:42:27 | Main INFO  |  Cognome: Martinelli
07-28 16:42:27 | Main INFO  |  Username: Martins9696 (115949778)
07-28 16:42:27 | Main INFO  |  Testo: /perla
07-28 16:42:27 | Main INFO  |  ---------------------------------------------------
07-28 16:42:27 | Main INFO  |  Gestisce THREAD 0
07-28 16:42:27 | Main INFO  |  perla generata n. 26
07-28 16:42:27 | Main INFO  |  Risposta di Ellie a Martins9696 :Ciò che il bruco chiama "fine", per il resto del mondo è una bellissima farfalla .
07-28 16:42:49 | Main INFO  |  ---------------------------------------------------
07-28 16:42:49 | Main INFO  |  -----------NUOVO---MESSAGGIO---RICEVUTO------------
07-28 16:42:49 | Main INFO  |  Nome: Luca
07-28 16:42:49 | Main INFO  |  Cognome: Martinelli
07-28 16:42:49 | Main INFO  |  Username: Martins9696 (115949778)
07-28 16:42:49 | Main INFO  |  Testo: /dado
07-28 16:42:49 | Main INFO  |  ---------------------------------------------------
07-28 16:42:49 | Main INFO  |  Gestisce THREAD 0
07-28 16:42:50 | Main INFO  |  Risposta di Ellie a Martins9696 :5
07-28 16:43:19 | Main INFO  |  ---------------------------------------------------
07-28 16:43:19 | Main INFO  |  -----------NUOVO---MESSAGGIO---RICEVUTO------------
07-28 16:43:19 | Main INFO  |  Nome: Luca
07-28 16:43:19 | Main INFO  |  Cognome: Martinelli
07-28 16:43:19 | Main INFO  |  Username: Martins9696 (115949778)
07-28 16:43:19 | Main INFO  |  Testo: /letterarand
07-28 16:43:19 | Main INFO  |  ---------------------------------------------------
07-28 16:43:19 | Main INFO  |  Gestisce THREAD 0
07-28 16:43:20 | Main INFO  |  Risposta di Ellie a Martins9696 :J
07-28 16:43:24 | Main INFO  |  ---------------------------------------------------
07-28 16:43:24 | Main INFO  |  -----------NUOVO---MESSAGGIO---RICEVUTO------------
07-28 16:43:24 | Main INFO  |  Nome: Luca
07-28 16:43:24 | Main INFO  |  Cognome: Martinelli
07-28 16:43:24 | Main INFO  |  Username: Martins9696 (115949778)
07-28 16:43:24 | Main INFO  |  Testo: /letterarand
07-28 16:43:24 | Main INFO  |  ---------------------------------------------------
07-28 16:43:24 | Main INFO  |  Gestisce THREAD 0
07-28 16:43:25 | Main INFO  |  Risposta di Ellie a Martins9696 :I
07-28 16:45:26 | Main INFO  |  ---------------------------------------------------
07-28 16:45:26 | Main INFO  |  -----------NUOVO---MESSAGGIO---RICEVUTO------------
07-28 16:45:26 | Main INFO  |  Nome: Luca
07-28 16:45:26 | Main INFO  |  Cognome: Martinelli
07-28 16:45:26 | Main INFO  |  Username: Martins9696 (115949778)
07-28 16:45:26 | Main INFO  |  Testo: /asciiart
07-28 16:45:26 | Main INFO  |  ---------------------------------------------------
07-28 16:45:26 | Main INFO  |  Gestisce THREAD 0
07-28 16:45:26 | Main INFO  |  art generata n. 9
07-28 16:45:26 | Main INFO  |  Risposta di Ellie a Martins9696 :.                 _ _
    |\__/|   .~  ~.
   /    o `./      .'
  {o==   \      {
    /        )     \
    `-` '-'  \     }  
    .(   _(   )_.'
   '---.~_ _ _|

07-28 16:45:42 | Main INFO  |  ---------------------------------------------------
07-28 16:45:42 | Main INFO  |  -----------NUOVO---MESSAGGIO---RICEVUTO------------
07-28 16:45:42 | Main INFO  |  Nome: Luca
07-28 16:45:42 | Main INFO  |  Cognome: Martinelli
07-28 16:45:42 | Main INFO  |  Username: Martins9696 (115949778)
07-28 16:45:42 | Main INFO  |  Testo: /battuta
07-28 16:45:42 | Main INFO  |  ---------------------------------------------------
07-28 16:45:42 | Main INFO  |  Gestisce THREAD 0
07-28 16:45:43 | Main INFO  |  battuta generata n. 37
07-28 16:45:43 | Main INFO  |  Risposta di Ellie a Martins9696 :Google è donna, non da tempo di finire una frase che ti dà suggerimenti
07-28 16:46:32 | Main INFO  |  ---------------------------------------------------
07-28 16:46:32 | Main INFO  |  -----------NUOVO---MESSAGGIO---RICEVUTO------------
07-28 16:46:32 | Main INFO  |  Nome: Luca
07-28 16:46:32 | Main INFO  |  Cognome: Martinelli
07-28 16:46:32 | Main INFO  |  Username: Martins9696 (115949778)
07-28 16:46:32 | Main INFO  |  Testo: /moneta
07-28 16:46:32 | Main INFO  |  ---------------------------------------------------
07-28 16:46:32 | Main INFO  |  Gestisce THREAD 0
07-28 16:46:33 | Main INFO  |  Risposta di Ellie a Martins9696 :Testa
07-28 16:49:18 | Main INFO  |  ---------------------------------------------------
07-28 16:49:18 | Main INFO  |  -----------NUOVO---MESSAGGIO---RICEVUTO------------
07-28 16:49:18 | Main INFO  |  Nome: Luca
07-28 16:49:18 | Main INFO  |  Cognome: Martinelli
07-28 16:49:18 | Main INFO  |  Username: Martins9696 (115949778)
07-28 16:49:18 | Main INFO  |  Testo: 😔
07-28 16:49:18 | Main INFO  |  ---------------------------------------------------
07-28 16:49:18 | Main INFO  |  Gestisce THREAD 0
07-28 16:49:19 | Main INFO  |  Risposta non trovata, mando richiesta a bot host
07-28 16:49:20 | Main INFO  |  Risposta di Ellie a Martins9696 :How do you know?
